complaint_type_x,complaint_type_y,descriptor_x,descriptor_y,incident_address
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,1270 GERARD AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,1270 GERARD AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,1270 GERARD AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,1270 GERARD AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,1270 GERARD AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,1270 GERARD AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,1270 GERARD AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,1270 GERARD AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,1270 GERARD AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,1270 GERARD AVENUE
PLUMBING,Noise - Residential,BASIN/SINK,Loud Music/Party,1270 GERARD AVENUE
PLUMBING,Noise - Residential,BASIN/SINK,Loud Music/Party,1270 GERARD AVENUE
PLUMBING,Noise - Residential,BASIN/SINK,Loud Music/Party,1270 GERARD AVENUE
PLUMBING,Noise - Residential,BASIN/SINK,Loud Music/Party,1270 GERARD AVENUE
PLUMBING,Noise - Residential,BASIN/SINK,Loud Music/Party,1270 GERARD AVENUE
PLUMBING,Noise - Residential,BASIN/SINK,Loud Music/Party,1270 GERARD AVENUE
FLOORING/STAIRS,Noise - Residential,FLOOR,Loud Music/Party,1270 GERARD AVENUE
FLOORING/STAIRS,Noise - Residential,FLOOR,Loud Music/Party,1270 GERARD AVENUE
FLOORING/STAIRS,Noise - Residential,FLOOR,Loud Music/Party,1270 GERARD AVENUE
FLOORING/STAIRS,Noise - Residential,FLOOR,Loud Music/Party,1270 GERARD AVENUE
FLOORING/STAIRS,Noise - Residential,FLOOR,Loud Music/Party,1270 GERARD AVENUE
FLOORING/STAIRS,Noise - Residential,FLOOR,Loud Music/Party,1270 GERARD AVENUE
PAINT/PLASTER,Noise - Residential,WALL,Loud Music/Party,1270 GERARD AVENUE
PAINT/PLASTER,Noise - Residential,WALL,Loud Music/Party,1270 GERARD AVENUE
PAINT/PLASTER,Noise - Residential,WALL,Loud Music/Party,1270 GERARD AVENUE
PAINT/PLASTER,Noise - Residential,WALL,Loud Music/Party,1270 GERARD AVENUE
PAINT/PLASTER,Noise - Residential,WALL,Loud Music/Party,1270 GERARD AVENUE
PAINT/PLASTER,Noise - Residential,WALL,Loud Music/Party,1270 GERARD AVENUE
PAINT/PLASTER,Noise - Residential,WALL,Loud Music/Party,1270 GERARD AVENUE
PAINT/PLASTER,Noise - Residential,WALL,Loud Music/Party,1270 GERARD AVENUE
PAINT/PLASTER,Noise - Residential,WALL,Loud Music/Party,1270 GERARD AVENUE
PAINT/PLASTER,Noise - Residential,WALL,Loud Music/Party,1270 GERARD AVENUE
PAINT/PLASTER,Noise - Residential,WALL,Loud Music/Party,1270 GERARD AVENUE
PAINT/PLASTER,Noise - Residential,WALL,Loud Music/Party,1270 GERARD AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,260 PARKHILL AVENUE
UNSANITARY CONDITION,Noise - Residential,PESTS,Loud Music/Party,260 PARKHILL AVENUE
PAINT/PLASTER,Noise - Residential,WALL,Loud Music/Party,260 PARKHILL AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,260 PARKHILL AVENUE
WATER LEAK,Noise - Residential,SLOW LEAK,Loud Music/Party,260 PARKHILL AVENUE
APPLIANCE,Noise - Residential,ELECTRIC/GAS RANGE,Loud Music/Party,260 PARKHILL AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,260 PARKHILL AVENUE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,260 PARKHILL AVENUE
DOOR/WINDOW,Noise - Residential,DOOR,Loud Talking,750 GRAND CONCOURSE
DOOR/WINDOW,Noise - Residential,DOOR,Loud Music/Party,750 GRAND CONCOURSE
DOOR/WINDOW,Noise - Residential,DOOR,Loud Music/Party,750 GRAND CONCOURSE
WATER LEAK,Noise - Residential,SLOW LEAK,Loud Talking,750 GRAND CONCOURSE
WATER LEAK,Noise - Residential,SLOW LEAK,Loud Music/Party,750 GRAND CONCOURSE
WATER LEAK,Noise - Residential,SLOW LEAK,Loud Music/Party,750 GRAND CONCOURSE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Talking,750 GRAND CONCOURSE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,750 GRAND CONCOURSE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,750 GRAND CONCOURSE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Talking,750 GRAND CONCOURSE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,750 GRAND CONCOURSE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,750 GRAND CONCOURSE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Talking,750 GRAND CONCOURSE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,750 GRAND CONCOURSE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,750 GRAND CONCOURSE
Elevator,Noise - Residential,Elevator - Defective/Not Working,Loud Talking,750 GRAND CONCOURSE
Elevator,Noise - Residential,Elevator - Defective/Not Working,Loud Music/Party,750 GRAND CONCOURSE
Elevator,Noise - Residential,Elevator - Defective/Not Working,Loud Music/Party,750 GRAND CONCOURSE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Talking,750 GRAND CONCOURSE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,750 GRAND CONCOURSE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Music/Party,750 GRAND CONCOURSE
HEAT/HOT WATER,Noise - Residential,ENTIRE BUILDING,Loud Talking,750 GRAND CONCOURSE
